Reg,St,Site Name                                                                ,,Site ID,EPA ID,Address,City,Zip,County,,,FF?,Latitude,Longitude,Deleted Date,,
‭05‬,MN,UNION SCRAP IRON & METAL CO.,,‭0503754‬,MND022949192,1608 WASHINGTON AVENUE ,MINNEAPOLIS,55411,HENNEPIN,,,N,‭+44.995560‬,‭-093.280560‬ ,09/10/91,,
‭05‬,MN,UNIVERSITY OF MINNESOTA (ROSEMOUNT RESEARCH CENTER),,‭0503878‬,MND980613780,15325 BABCOCK AVE ,ROSEMOUNT,55068,DAKOTA,,,N,‭+44.719430‬,‭-093.072810‬ ,02/06/01,,
‭05‬,MN,WASHINGTON COUNTY LANDFILL,,‭0503888‬,MND980704738,LAKE JANE ROAD & JAMACA AVENUE ,LAKE ELMO,55042,WASHINGTON,,,N,‭+45.008630‬,‭-092.918130‬ ,05/16/96,,
‭05‬,MN,WASTE DISPOSAL ENGINEERING,,‭0503834‬,MND980609119,14435 NW CROSSTOWN BLVD ,ANDOVER,55304,ANOKA,,,N,‭+45.228000‬,‭-093.312200‬ ,06/05/96,,
‭05‬,MN,WHITTAKER CORP.,,‭0503730‬,MND006252233,3134 CALIFORNIA STREET ,MINNEAPOLIS,55418,HENNEPIN,,,N,‭+45.026380‬,‭-093.270830‬ ,02/11/99,,
‭05‬,MN,WINDOM DUMP,,‭0503823‬,MND980034516,NEAR LAKEVIEW AVE ,WINDOM,56101,COTTONWOOD,,,N,‭+43.868750‬,‭-095.100930‬ ,10/06/00,,
‭05‬,OH,ALSCO ANACONDA,,‭0504385‬,OHD057243610,ONE ANACONDA DR ,GNADENHUTTEN,44629,TUSCARAWAS,,,N,‭+40.361110‬,‭-81.440830‬ ,11/05/01,,
‭05‬,OH,ARCANUM IRON & METAL,,‭0504287‬,OHD017506171,POP-RITE LN 5MI OFF RTE 49 ,DARKE COUNTY,45304,DARKE,,,N,‭+39.981950‬,‭-84.549160‬ ,08/31/01,,
‭05‬,OH,BOWERS LANDFILL,,‭0504541‬,OHD980509616,ROCK ISLAND ROAD ,CIRCLEVILLE,43113,PICKAWAY,,,N,‭+39.637500‬,‭-82.965280‬ ,10/29/97,,
‭05‬,OH,CHEMICAL & MINERALS RECLAMATION,,‭0504722‬,OHD980614549,5418 CRESCENT AVENUE ,CLEVELAND,44102,CUYAHOGA,,,N,‭+41.490360‬,‭-81.725030‬ ,12/30/82,,
‭05‬,OH,COSHOCTON LANDFILL,,‭0504558‬,OHD980509830,ST RTE 83 ,FRANKLIN TOWNSHIP,43812,COSHOCTON,,,N,‭+40.225000‬,‭-81.848610‬ ,10/07/98,,
‭05‬,OH,LASKIN/POPLAR OIL CO.,,‭0504401‬,OHD061722211,717 N POPLAR STREET ,JEFFERSON TOWNSHIP,44047,ASHTABULA,,,N,‭+41.743600‬,‭-080.781500‬ ,09/05/00,,
‭05‬,OH,REPUBLIC STEEL CORP. QUARRY,,‭0504850‬,OHD980903447,525 15TH STREET ,ELYRIA,44035,LORAIN,,,N,‭+41.356180‬,‭-082.117830‬ ,11/12/02,,
‭05‬,WI,EAU CLAIRE MUNICIPAL WELL FIELD,,‭0505164‬,WID980820054,SEC5 T27N R9W ,EAU CLAIRE,54701,EAU CLAIRE,,,N,‭+44.853330‬,‭-91.503330‬ ,05/27/14,,
‭05‬,WI,FADROWSKI DRUM DISPOSAL,,‭0505178‬,WID980901227,6800 S 27TH ST ,FRANKLIN,53132,MILWAUKEE,,,N,‭+42.920700‬,‭-87.952450‬ ,09/06/05,,
‭05‬,WI,NORTHERN ENGRAVING CO.,,‭0505007‬,WID006183826,803 S BLACK RIVER ST ,SPARTA,54656,MONROE,,,N,‭+43.934430‬,‭-090.814450‬ ,10/29/97,,
‭05‬,WI,OMEGA HILLS NORTH LANDFILL,,‭0504952‬,WID000808568,W124 N9451 BOUNDARY ROAD ,GERMANTOWN,53022,WASHINGTON,,,N,‭+43.194430‬,‭-088.072210‬ ,12/11/96,,
‭05‬,WI,TOMAH FAIRGROUNDS,,‭0505142‬,WID980616841,1MI S OF LAKE TOMAH ,TOMAH,54660,MONROE,,,N,‭+43.970810‬,‭-090.519830‬ ,08/20/01,,
‭05‬,WI,WASTE RESEARCH & RECLAMATION CO.,,‭0505256‬,WID990829475,ROUTE 7 ,EAU CLAIRE,54701,EAU CLAIRE,,,N,‭+44.756660‬,‭-091.458330‬ ,02/05/93,,
‭05‬,WI,WHEELER PIT,,‭0505115‬,WID980610620,CO TRK O & CO TRK J ,LA PRAIRIE TOWNSHIP,53545,ROCK,,,N,‭+42.666660‬,‭-088.980550‬ ,04/20/04,,
‭06‬,AR,CECIL LINDSEY,,‭0600151‬,ARD980496186,SEC 32 T12N R2W ,NEWPORT,72112,JACKSON,,,N,‭+35.634900‬,‭-91.225500‬ ,09/22/89,,
‭06‬,AR,FRIT INDUSTRIES,,‭0600106‬,ARD059636456,INDUSTRIAL PARK ,WALNUT RIDGE,72476,LAWRENCE,,,N,‭+36.105000‬,‭-90.941660‬ ,10/14/97,,
‭06‬,AR,GURLEY PIT,,‭0600077‬,ARD035662469,1 MI N OF EDMONDSON ,EDMONDSEN,72332,CRITTENDEN,,,N,‭+35.120900‬,‭-90.311600‬ ,11/06/03,,
‭06‬,AR,INDUSTRIAL WASTE CONTROL,,‭0600163‬,ARD980496368,BONANZA ROAD ,FORT SMITH,72901,SEBASTIAN,,,N,‭+35.240200‬,‭-94.352500‬ ,04/07/08,,
‭06‬,AR,JACKSONVILLE MUNICIPAL LANDFILL,,‭0600236‬,ARD980809941,GRAHAM RD ,JACKSONVILLE,72076,LONOKE,,,N,‭+34.863330‬,‭-92.071660‬ ,03/14/00,,
‭06‬,AR,MONROE AUTO EQUIPMENT CO. (PARAGOULD PIT),,‭0600246‬,ARD980864110,HWY 358 2 1/2 MI W OF TOWN ,PARAGOULD,72450,GREENE,,,N,‭+36.020830‬,‭-90.575000‬ ,09/29/14,,
‭06‬,AR,ROGERS ROAD MUNICIPAL LANDFILL,,‭0600269‬,ARD981055809,ROGER RD 2/10MI S OF GRAHAM RD ,JACKSONVILLE,72076,PULASKI,,,N,‭+34.862700‬,‭-92.077800‬ ,10/12/10,,
‭06‬,AR,SOUTH 8TH STREET LANDFILL,,‭0600184‬,ARD980496723,SOUTH EIGHTH STREET ,WEST MEMPHIS,72301,CRITTENDEN,,,N,‭+35.124440‬,‭-90.169440‬ ,09/28/04,,
‭06‬,LA,BAYOU SORREL,,‭0600573‬,LAD980745541,CNFLNCE PAT BAYOU & UPR GRAND ,BAYOU SORREL,70764,IBERVILLE,,,N,‭+30.224400‬,‭-91.409500‬ ,09/29/97,,
‭06‬,LA,CENTRAL WOOD PRESERVING CO.,,‭0604527‬,LAD008187940,N AND S OF STATE HW 959 & EAST OF HW 67 ,SLAUGHTER,70722,EAST FELICIANA,,,N,‭+30.758880‬,‭-91.009440‬ ,09/18/09,,
‭06‬,LA,CLEVE REBER,,‭0600512‬,LAD980501456,SEC 36 T10S R3E ,SORRENTO,70778,ASCENSION,,,N,‭+30.155000‬,‭-90.873330‬ ,12/30/97,,
‭06‬,LA,"D.L. MUD, INC.",,‭0600647‬,LAD981058019,408 SOUTHEAST ST./LA HWY 335 ,ABBEVILLE,70510,VERMILION,,,N,‭+29.955500‬,‭-92.186700‬ ,03/07/00,,
‭06‬,LA,DELATTE METALS,,‭0600428‬,LAD052510344,1541 WEINBERGER ROAD ,PONCHATOULA,70454,TANGIPAHOA,,,N,‭+30.422500‬,‭-90.410830‬ ,08/08/05,,
‭06‬,LA,DUTCHTOWN TREATMENT PLANT,,‭0600633‬,LAD980879449,I10 & HWY 74 ,ASCENSION PARISH,70734,ASCENSION,,,N,‭+30.256660‬,‭-90.980000‬ ,11/16/99,,
‭06‬,LA,GULF COAST VACUUM SERVICES,,‭0600592‬,LAD980750137,P-7-31 OFF LA335 ,ABBEVILLE,70510,VERMILION,,,N,‭+29.958100‬,‭-92.185700‬ ,07/23/01,,
‭06‬,LA,MALLARD BAY LANDING BULK PLANT,,‭0604848‬,LA0000187518,0.6 MI. FROM CAMERON PARISH RD (PR) 109 ,GRAND CHENIERE,70542,CAMERON,,,N,‭+29.934010‬,‭-92.655460‬ ,09/19/05,,
‭06‬,LA,OLD INGER OIL REFINERY,,‭0600572‬,LAD980745533,HWY 75 4 1/2 MI N OF TOWN ,DARROW,70725,ASCENSION,,,N,‭+30.164700‬,‭-90.995500‬ ,08/12/08,,
‭06‬,LA,"PAB OIL & CHEMICAL SERVICE, INC.",,‭0600576‬,LAD980749139,607 JEAN EDIAS ,ABBEVILLE,70510,VERMILION,,,N,‭+30.015900‬,‭-92.115400‬ ,01/03/00,,
‭06‬,LA,RUSTON FOUNDRY,,‭0604348‬,LAD985185107,1010 BOGAN STREET ,ALEXANDRIA,71302,RAPIDES,,,N,‭+31.297220‬,‭-92.439580‬ ,07/13/10,,
‭06‬,LA,SOUTHERN SHIPBUILDING,,‭0601494‬,LAD008149015,999 CANULETTE ROAD ,SLIDELL,70459,ST. TAMMANY,,,N,‭+30.272500‬,‭-89.800830‬ ,06/16/98,,
‭06‬,NM,AT & SF (CLOVIS),,‭0600827‬,NMD043158591,SEC 18 & 19 T2N R36E ,CLOVIS,88101,CURRY,,,N,‭+34.378330‬,‭-103.211700‬ ,03/17/03,,
‭06‬,NM,CAL WEST METALS (USSBA),,‭0604050‬,NMD097960272,I-25 & US60 & 85 W FRONTAGE ,LEMITAR,87823,SOCORRO,,,Y,‭+34.163330‬,‭-106.920100‬ ,12/20/96,,
‭06‬,NM,CLEVELAND MILL,,‭0600952‬,NMD981155930,"FOREST ROUTE 804, 1.5 MI ",SILVER CITY,88062,GRANT,,,N,‭+32.862600‬,‭-108.255800‬ ,07/23/01,,
‭06‬,NM,PAGANO SALVAGE,,‭0600907‬,NMD980749980,UNKNOWN ,LOS LUNAS,87031,VALENCIA,,,N,‭+34.789600‬,‭-106.720500‬ ,10/14/92,,
‭06‬,OK,COMPASS INDUSTRIES (AVERY DRIVE),,‭0601258‬,OKD980620983,7600 W 26TH ST ,TULSA,74107,TULSA,,,N,‭+36.126380‬,‭-96.083330‬ ,07/18/02,,
‭06‬,OK,DOUBLE EAGLE REFINERY CO.,,‭0601029‬,OKD007188717,301 N RHODE ISLAND ,OKLAHOMA CITY,73152,OKLAHOMA,,,N,‭+35.468330‬,‭-97.478330‬ ,08/21/08,,
‭06‬,OK,FOURTH STREET ABANDONED REFINERY,,‭0601297‬,OKD980696470,22OO BLOCK NE 4TH ,OKLAHOMA CITY,73117,OKLAHOMA,,,N,‭+35.470270‬,‭-97.473050‬ ,08/21/08,,
‭06‬,OK,IMPERIAL REFINING COMPANY,,‭0605091‬,OK0002024099,EAST OF REFINERY ROAD/S. HWY 42 ,ARDMORE,73402,CARTER,,,N,‭+34.195480‬,‭-97.107930‬ ,09/19/13,,
‭06‬,OK,MOSLEY ROAD SANITARY LANDFILL,,‭0601251‬,OKD980620868,MOSELEY RD BTWN NE 23 & NE 36 ,OKLAHOMA CITY,73117,OKLAHOMA,,,N,‭+35.502500‬,‭-97.414860‬ ,09/26/13,,
‭06‬,OK,SAND SPRINGS PETROCHEMICAL COMPLEX,,‭0601357‬,OKD980748446,2 BLKS S 198 E MORRO ,SAND SPRINGS,74063,TULSA,,,N,‭+36.130830‬,‭-96.101380‬ ,03/17/00,,
‭06‬,OK,TENTH STREET DUMP/JUNKYARD,,‭0601256‬,OKD980620967,3200 NE 10TH ST ,OKLAHOMA CITY,73111,OKLAHOMA,,,N,‭+35.478050‬,‭-97.451930‬ ,11/21/00,,
‭06‬,TX,BAILEY WASTE DISPOSAL,,‭0602911‬,TXD980864649,HWY 87 S @ RAINBOW BRIDGE ,BRIDGE CITY,77611,ORANGE,,,N,‭+29.990550‬,‭-93.879160‬ ,10/15/07,,
‭06‬,TX,"BIO-ECOLOGY SYSTEMS, INC.",,‭0602464‬,TXD980340889,4100 E JEFFERSON ,GRAND PRAIRIE,75051,DALLAS,,,N,‭+32.743330‬,‭-96.936660‬ ,08/05/96,,
‭06‬,TX,"BRIO REFINING, INC.",,‭0602601‬,TXD980625453,2501 DIXIE FARM ROAD ,FRIENDSWOOD,77089,HARRIS,,,N,‭+29.570000‬,‭-95.203330‬ ,12/28/06,,
‭06‬,TX,CRYSTAL CITY AIRPORT,,‭0602920‬,TXD980864763,101 E DIMMIT ,CRYSTAL CITY,78839,ZAVALA,,,N,‭+28.696900‬,‭-99.817600‬ ,03/23/95,,
‭06‬,TX,"DIXIE OIL PROCESSORS, INC.",,‭0600006‬,TXD089793046,2505 CHOATE RD ,FRIENDSWOOD,77546,HARRIS,,,N,‭+29.568600‬,‭-95.204700‬ ,08/21/06,,
‭06‬,TX,HARRIS (FARLEY STREET),,‭0602804‬,TXD980745582,1000'S OF GENOA RED BLUFF RD ,HOUSTON,77034,HARRIS,,,N,‭+29.624400‬,‭-95.162700‬ ,04/18/88,,
‭06‬,TX,ODESSA CHROMIUM #2 (ANDREWS HIGHWAY),,‭0602703‬,TXD980697114,5201 ANDREWS HWY ,ODESSA,79762,ECTOR,,,N,‭+31.893400‬,‭-102.390500‬ ,07/19/04,,
‭06‬,TX,PALMER BARGE LINE,,‭0605212‬,TXD068104561,8700 FERRY ROAD ,PORT ARTHUR,77640,JEFFERSON,,,N,‭+29.961450‬,‭-93.855080‬ ,02/06/12,,
‭06‬,TX,PESSES CHEMICAL CO.,,‭0602800‬,TXD980699656,2301 S MAIN ST ,FORT WORTH,76110,TARRANT,,,N,‭+32.717400‬,‭-97.325600‬ ,09/28/95,,
‭06‬,TX,STATE MARINE OF PORT ARTHUR,,‭0602444‬,TXD099801102,OLD YATCH CLUB ROAD ON PLEASURE ISLET ,JEFFERSON COUNTY,77642,JEFFERSON,,,N,‭+29.960830‬,‭-93.859160‬ ,02/06/12,,
‭06‬,TX,"STEWCO, INC.",,‭0602033‬,TXD055337281,FM 9 1 & 1/2 MI S OF I-20 ,WASKOM,75692,HARRISON,,,N,‭+32.465830‬,‭-94.069160‬ ,10/04/95,,
‭06‬,TX,TRIANGLE CHEMICAL CO.,,‭0602026‬,TXD055143705,HWY 87 3 MI N OF TOWN ,BRIDGE CITY,77611,ORANGE,,,N,‭+30.058000‬,‭-93.809300‬ ,04/08/97,,
‭07‬,IA,AIDEX CORP.,,‭0700155‬,IAD042581256,I-29 & HIGHWAY 370 ,MINEOLA,51554,MILLS,,,N,‭+41.143330‬,‭-095.813330‬ ,10/21/93,,
‭07‬,IA,"E.I. DU PONT DE NEMOURS & CO., INC. (COUNTY ROAD X23)",,‭0700312‬,IAD980685804,FF X23 3.5 MI S OF ,WEST POINT,52656,LEE,,,N,‭+40.655830‬,‭-091.434710‬ ,09/25/95,,
‭07‬,IA,FARMERS' MUTUAL COOPERATIVE,,‭0700137‬,IAD022193577,HWY 60 & PINE ST ,HOSPERS,51238,SIOUX,,,N,‭+43.074160‬,‭-95.905000‬ ,11/13/01,,
‭07‬,IA,JOHN DEERE (OTTUMWA WORKS LANDFILLS),,‭0700110‬,IAD005291182,VINE & MADISON ,OTTUMWA,52501,WAPELLO,,,N,‭+41.002500‬,‭-92.409710‬ ,01/22/01,,
‭07‬,IA,LABOUNTY,,‭0700286‬,IAD980631063,910 S GRAND AVE ,CHARLES CITY,50616,FLOYD,,,N,‭+43.058000‬,‭-92.669600‬ ,10/06/93,,
‭07‬,IA,MID-AMERICA TANNING CO.,,‭0700204‬,IAD085824688,PORT NEAL ROAD ,SERGEANT BLUFF,51054,WOODBURY,,,N,‭+42.337500‬,‭-96.352210‬ ,09/24/04,,
‭07‬,IA,NORTHWESTERN STATES PORTLAND CEMENT CO.,,‭0700324‬,IAD980852461,SEC 33 T97N R20W ,MASON CITY,50401,CERRO GORDO,,,N,‭+43.175000‬,‭-93.205000‬ ,08/31/95,,
‭07‬,IA,RED OAK CITY LANDFILL,,‭0700297‬,IAD980632509,US 34 HWY 48 1 MI W ON HWY 34 ,RED OAK,51566,MONTGOMERY,,,N,‭+41.036440‬,‭-95.249110‬ ,09/26/05,,
‭07‬,IA,SHELLER-GLOBE CORP. DISPOSAL,,‭0700260‬,IAD980630750,AIRPORT RD (34OTH ST) AND 260TH AVENUE ,KEOKUK,52632,LEE,,,N,‭+40.466600‬,‭-91.413900‬ ,09/24/01,,
‭07‬,IA,WHITE FARM EQUIPMENT CO. DUMP,,‭0700181‬,IAD065210734,S.E. CORNER OF KELLOGG AVENUE AND ROTARY PARK ROAD,CHARLES CITY,50616,FLOYD,,,N,‭+43.085000‬,‭-92.680780‬ ,10/30/00,,
‭07‬,KS,29TH & MEAD GROUND WATER CONTAMINATION,,‭0700496‬,KSD007241656,412 E 29TH N 26S 1E SW 1/4 S 33 ,WICHITA,67219,SEDGWICK,,,N,‭+37.733600‬,‭-097.326600‬ ,04/29/96,,
‭07‬,KS,ARKANSAS CITY DUMP,,‭0700559‬,KSD980500789,HWY 166 S ,ARKANSAS CITY,67005,COWLEY,,,N,‭+37.051660‬,‭-097.051660‬ ,03/01/96,,
‭07‬,KS,BIG RIVER SAND CO.,,‭0700663‬,KSD980686174,4900 W 21ST ,WICHITA,67205,SEDGWICK,,,N,‭+37.726110‬,‭-097.400830‬ ,10/14/92,,
‭07‬,KS,HYDRO-FLEX INC.,,‭0700468‬,KSD007135429,2101 NW BRICKYARD RD ,TOPEKA,66618,SHAWNEE,,,N,‭+39.086930‬,‭-095.726110‬ ,11/09/93,,
‭07‬,KS,JOHNS' SLUDGE POND,,‭0700602‬,KSD980631980,29TH ST NE OF HYDRAULIC ,WICHITA,67212,SEDGWICK,,,N,‭+37.737100‬,‭-097.315600‬ ,01/06/92,,
‭07‬,MO,KEM-PEST LABORATORIES,,‭0701151‬,MOD980631113,E OF ST HWY 177 ,CAPE GIRARDEAU,63701,CAPE GIRARDEAU,,,N,‭+37.339610‬,‭-89.489440‬ ,09/20/01,,
‭07‬,MO,NORTH-U DRIVE WELL CONTAMINATION,,‭0700878‬,MOD007163108,OLD HWY 13 RT 5 ,SPRINGFIELD,65801,GREENE,,,N,‭+37.271380‬,‭-93.317780‬ ,09/08/94,,
‭07‬,MO,SHENANDOAH STABLES,,‭0701266‬,MOD980685838,W 1/2 NE 1/4 SEC 17 T48N R1E ,MOSCOW MILLS,63362,LINCOLN,,,N,‭+38.924450‬,‭-90.926930‬ ,09/25/01,,
‭07‬,MO,TIMES BEACH,,‭0701237‬,MOD980685226,VARIOUS UNPAVED STREETS ,TIMES BEACH,63025,ST. LOUIS,,,N,‭+38.508330‬,‭-90.601660‬ ,09/25/01,,
‭07‬,MO,"WHEELING DISPOSAL SERVICE CO., INC., LANDFILL",,‭0700780‬,MOD000830554,OFF HWY K 1 1/2 MI S OF ,AMAZONIA,64421,ANDREW,,,N,‭+39.875000‬,‭-94.870000‬ ,10/30/00,,
‭07‬,NE,WAVERLY GROUND WATER CONTAMINATION,,‭0701974‬,NED980862718,SEC 16 T11N R8E ,WAVERLY,68462,LANCASTER,,,N,‭+40.917210‬,‭-96.529430‬ ,11/20/06,,
‭08‬,CO,SAND CREEK INDUSTRIAL,,‭0800260‬,COD980717953,33RD AND DAHLIA ,COMMERCE CITY,80022,ADAMS,,,N,‭+39.791660‬,‭-104.936100‬ ,12/20/96,,
‭08‬,CO,SMUGGLER MOUNTAIN,,‭0800261‬,COD980806277,SPRUCE STREET ,ASPEN,81611,PITKIN,,,N,‭+39.191660‬,‭-106.810700‬ ,09/23/99,,
‭08‬,CO,WOODBURY CHEMICAL CO.,,‭0800244‬,COD980667075,5400 JACKSON ST ,COMMERCE CITY,80022,ADAMS,,,N,‭+39.795000‬,‭-104.942400‬ ,03/22/93,,
‭08‬,ND,ARSENIC TRIOXIDE SITE,,‭0800522‬,NDD980716963,"LIDGERWOOD, RUTLND, WYNDMERE ",SOUTHEAST,58053,,,,N,‭+46.075000‬,‭-097.158330‬ ,07/05/96,,
‭08‬,ND,MINOT LANDFILL,,‭0800527‬,NDD980959548,"S27, T115N, R83W ",MINOT,58701,WARD,,,N,‭+48.218330‬,‭-101.329200‬ ,04/01/97,,
‭08‬,SD,WHITEWOOD CREEK,,‭0800570‬,SDD980717136,18 MI PART OF STREAM ,WHITEWOOD,57793,LAWRENCE,,,N,‭+44.355300‬,‭-103.761500‬ ,08/13/96,,
‭08‬,SD,WILLIAMS PIPE LINE CO. DISPOSAL PIT,,‭0800546‬,SDD000823559,5300 W 12TH ST ,SIOUX FALLS,57107,MINNEHAHA,,,N,‭+43.545300‬,‭-096.795600‬ ,04/02/99,,
‭08‬,UT,INTERNATIONAL SMELTING AND REFINING,,‭0800650‬,UTD093120921,2.5 MILES NE OF TOOELE ,TOOELE,84074,TOOELE,,,N,‭+40.552770‬,‭-112.227220‬ ,10/11/11,,
‭08‬,UT,MIDVALE SLAG,,‭0800641‬,UTD081834277,"JORDAN RIVER, 6400 SOUTH, 700 WEST 7800 SOUTH",MIDVALE,84047,SALT LAKE,,,N,‭+40.618330‬,‭-111.917200‬ ,04/08/15,,
‭08‬,UT,MONTICELLO RADIOACTIVELY CONTAMINATED PROPERTIES,,‭0800679‬,UTD980667208,9 N 3RD E ST ,MONTICELLO,84535,SAN JUAN,,,N,‭+37.863880‬,‭-109.333610‬ ,02/28/00,,
‭08‬,UT,PETROCHEM RECYCLING CORP./EKOTEK PLANT,,‭0800649‬,UTD093119196,1628 N CHICAGO ST ,SALT LAKE CITY,84116,SALT LAKE,,,N,‭+40.802770‬,‭-111.916110‬ ,06/30/03,,
‭08‬,UT,ROSE PARK SLUDGE PIT,,‭0800663‬,UTD980635452,1420 N 1100 W ,SALT LAKE CITY,84116,SALT LAKE,,,N,‭+40.800100‬,‭-111.922300‬ ,06/30/03,,
‭08‬,UT,SHARON STEEL CORP. (MIDVALE TAILINGS),,‭0800694‬,UTD980951388,7800 SOUTH 700 WEST ,MIDVALE,84047,SALT LAKE,,,N,‭+40.608060‬,‭-111.914200‬ ,09/24/04,,
‭08‬,WY,BAXTER/UNION PACIFIC TIE TREATING,,‭0800792‬,WYD061112470,2763 FT SANDERS DR ,LARAMIE,82070,ALBANY,,,N,‭+41.295000‬,‭-105.601700‬ ,12/06/99,,
‭09‬,AS,TAPUTIMU FARM,,‭0900467‬,ASD980637656,TAPUTIMU ISLAND OF TUTUILA ,PAGO PAGO,96799,,,,N,‭-14.360100‬,‭-170.772000‬ ,03/07/86,,
‭09‬,AZ,LUKE AIR FORCE BASE,,‭0900884‬,AZ0570024133,S RT 8 YUMA THRU GILA BEND ,GLENDALE,85309,MARICOPA,,,Y,‭+33.540000‬,‭-112.356700‬ ,04/22/02,,
‭09‬,AZ,MOUNTAIN VIEW MOBILE HOME ESTATES,,‭0900679‬,AZD980735724,RTE 77 ,GLOBE,85501,GILA,,,N,‭+33.372800‬,‭-110.733200‬ ,04/18/88,,
‭09‬,AZ,NINETEENTH AVENUE LANDFILL,,‭0900648‬,AZD980496780,19TH AVE ,PHOENIX,85041,MARICOPA,,,N,‭+33.416660‬,‭-112.091700‬ ,09/25/06,,
‭09‬,CA,CELTOR CHEMICAL WORKS,,‭0901938‬,CAD980638860,BETW NORTON FLD & TRINITY RIV ,HOOPA,95546,HUMBOLDT,,,N,‭+41.102700‬,‭-123.691100‬ ,09/30/03,,
‭09‬,CA,COALINGA ASBESTOS MINE,,‭0902075‬,CAD980817217,PINE CYN 15 MI NW OF ,COALINGA,93210,FRESNO,,,N,‭+36.310000‬,‭-120.528300‬ ,04/24/98,,
‭09‬,CA,DEL NORTE PESTICIDE STORAGE,,‭0900923‬,CAD000626176,2650 WASHINGTON BLVD ,CRESCENT CITY,95531,DEL NORTE,,,N,‭+41.773330‬,‭-124.231700‬ ,09/18/02,,
‭09‬,CA,FIRESTONE TIRE & RUBBER CO. (SALINAS PLANT),,‭0902617‬,CAD990793887,340 EL CAMINO REAL S ,SALINAS,93901,MONTEREY,,,N,‭+36.624900‬,‭-121.590100‬ ,04/21/05,,
‭09‬,CA,JIBBOOM JUNKYARD,,‭0902040‬,CAD980737613,240 - 260 JIBBOOM ST ,SACRAMENTO,95814,SACRAMENTO,,,N,‭+38.591660‬,‭-121.503300‬ ,09/10/91,,
‭09‬,CA,LIQUID GOLD OIL CORP.,,‭0902660‬,CAT000646208,HOFFMAN BLVD & S 47TH ST ,RICHMOND,94804,CONTRA COSTA,,,N,‭+37.908330‬,‭-122.325000‬ ,09/11/96,,
‭09‬,CA,LOUISIANA-PACIFIC CORP.,,‭0901513‬,CAD065021594,HWY 70 GEORGIA PACIFIC WAY ,OROVILLE,95965,BUTTE,,,N,‭+39.474300‬,‭-121.570300‬ ,11/21/96,,
‭09‬,CA,RALPH GRAY TRUCKING CO.,,‭0902521‬,CAD981995947,SOWELL AVE & GOLDEN WEST ST ,WESTMINSTER,92683,ORANGE,,,N,‭+33.750000‬,‭-118.000000‬ ,09/28/04,,
‭09‬,CA,SAN FERNANDO VALLEY (AREA 3),,‭0902254‬,CAD980894984,GLORIETTA WELLFIELD AREA ,GLENDALE,91209,LOS ANGELES,,,N,‭+34.205129‬,‭-118.230893‬ ,10/12/04,,
‭09‬,CA,"SOLA OPTICAL USA, INC.",,‭0902280‬,CAD981171523,3600 LAKEVILLE HWY ,PETALUMA,94952,SONOMA,,,N,‭+38.233200‬,‭-122.593100‬ ,10/31/13,,
‭09‬,CA,SOUTHERN CALIFORNIA EDISON CO. (VISALIA POLEYARD),,‭0902061‬,CAD980816466,432 BEN MADDOX WAY ,VISALIA,93277,TULARE,,,N,‭+36.333330‬,‭-119.276700‬ ,09/26/09,,
‭09‬,CA,T.H. AGRICULTURE & NUTRITION CO.,,‭0901128‬,CAD009106220,7183 E MCKINLEY AVE ,FRESNO,93727,FRESNO,,,N,‭+36.764720‬,‭-119.660500‬ ,08/21/06,,
‭09‬,CA,WESTERN PACIFIC RAILROAD CO.,,‭0902249‬,CAD980894679,SEC 19 T19N R4E 2 MI S OF ,OROVILLE,95965,BUTTE,,,N,‭+39.483060‬,‭-121.552500‬ ,08/29/01,,
‭09‬,FM,PCB WASTES,,‭0903062‬,FMD980637987,"PALAU,YAP,TRUK,PONAPE,KOSARE ",PALAU,96950,,,,N,‭+7.416660‬,‭-151.783720‬ ,03/07/86,,
‭09‬,HI,SCHOFIELD BARRACKS (USARMY),,‭0902923‬,HI7210090026,SCHOFIELD BARRACKS (USARMY) ,SCHOFIELD,96857,HONOLULU,,,Y,‭+21.490690‬,‭-158.030130‬ ,08/10/00,,
‭09‬,MP,PCB WAREHOUSE,,‭0902806‬,MPD980798318,LOWER BASE 1000/PHILIPINE SEA ,GARAPAN,96950,SAIPAN,,,N,‭+15.211800‬,‭+145.720000‬ ,03/07/86,,
‭10‬,AK,ALASKA BATTERY ENTERPRISES,,‭1000017‬,AKD004904215,157 OLD RICHARDSON HIGHWAY ,FAIRBANKS,99701,FAIRBANKS NORTH STAR,,,N,‭+64.820300‬,‭-147.703800‬ ,07/26/96,,
‭10‬,AK,ARCTIC SURPLUS,,‭1000082‬,AKD980988158,BADGER RD AND OLD RICHARDSON WAY MI. 6 ,FAIRBANKS,99701,,,,N,‭+64.812200‬,‭-147.564300‬ ,09/25/06,,
‭10‬,AK,STANDARD STEEL & METAL SALVAGE YARD (USDOT),,‭1000073‬,AKD980978787,2400 RAILROAD AVENUE ,ANCHORAGE,99501,ANCHORAGE,,,Y,‭+61.227900‬,‭-149.832400‬ ,09/30/02,,
‭10‬,ID,ARRCOM (DREXLER ENTERPRISES),,‭1000174‬,IDD000800961,"STATE HIGHWAY 53, 2.8 MI SW OF CY ",RATHDRUM,83858,KOOTENAI,,,N,‭+47.784700‬,‭-116.945800‬ ,12/23/92,,
